SampleIndex,Amplitude
204,0.32666
205,-0.53008
206,-1.26929
207,-1.23498
208,-0.21180
209,0.79849
210,0.81604
211,0.57210
212,0.70308
213,0.13014
214,-0.96557
215,-1.49374
216,-0.44588
217,0.69844
218,1.06194
219,0.53688
220,0.23001
221,0.15427
222,-0.39127
223,-1.32938
224,-0.88116
225,0.09122
226,0.82166
227,0.67262
228,0.31733
229,0.31433
230,0.01138
231,-1.04921
232,-1.17077
233,0.05630
234,0.74683
235,0.90415
236,0.64294
237,0.49730
238,0.07145
239,-0.69468
240,-1.43183
241,-0.66941
242,0.68881
243,1.03545
244,0.55118
245,0.30019
246,0.13170
247,-0.87228
248,-1.09372
249,-1.01319
250,0.23417
251,0.84049
252,0.71862
253,0.54907
254,0.34446
255,-0.21161
256,-1.04350
257,-1.02380
258,-0.41944
259,0.69730
260,0.98024
261,0.65249
262,0.25440
263,-0.05555
264,-1.01493
265,-1.36415
266,-0.69744
267,0.71560
268,0.72100
269,0.68530
270,0.46731
271,0.20350
272,-0.45719
273,-1.43855
274,-1.09767
275,0.28719
276,1.22347
277,0.75765
278,0.58409
279,0.23458
280,-0.33505
281,-1.08595
282,-1.29601
283,-0.10110
284,1.02055
285,0.80006
286,0.61034
287,0.32557
288,0.06192
289,-1.05038
290,-1.20339
291,-0.65626
292,0.35704
293,0.93738
294,0.70474
295,0.56411
296,0.09976
297,-0.52971
298,-1.36085
299,-0.86628
300,0.37951
301,0.74355
302,0.79389
303,0.77809
304,0.34587
305,-0.35951
306,-1.06564
307,-1.20226
308,-0.13606
309,0.62001
310,1.15204
311,0.62720
312,0.47654
313,0.02939
314,-0.87353
315,-1.48929
316,-0.75131
317,0.61148
318,1.24348
319,0.79445
320,0.53738
321,0.19149
322,-0.31602
323,-1.22547
324,-1.30926
325,0.15709
326,0.91438
327,0.75831
328,0.68325
329,0.36058
330,0.08077
331,-1.18651
332,-1.19028
333,-0.09991
334,0.74515
335,0.52042
336,0.54627
337,0.25697
338,0.13900
339,-0.61525
340,-1.10964
341,-0.71856
342,0.36260
343,1.08260
344,0.89691
345,0.63432
346,0.41026
347,-0.19009
348,-1.37469
349,-0.85043
350,0.07444
351,1.33634
352,1.08282
353,0.78718
354,0.42934
355,-0.22343
356,-1.13600
357,-1.13335
358,0.02555
359,0.93280
360,0.85404
361,0.50837
362,0.11269
363,-0.13554
364,-0.77109
365,-1.35494
366,-0.23493
367,0.76982
368,1.02717
369,0.69177
370,0.55362
371,0.20680
372,-0.75783
373,-1.01275
374,-0.93651
375,-0.19089
376,1.01639
377,0.86642
378,0.37686
379,0.29390
380,-0.36107
381,-1.17900
382,-1.11650
383,-0.03760
384,0.89357
385,0.81087
386,0.60031
387,0.35289
388,0.11407
389,-0.94778
390,-1.27244
391,-0.62470
392,0.50058
393,1.06941
394,0.75702
395,0.38766
396,0.13613
397,-0.49799
398,-1.49153
399,-0.82567
400,0.13650
401,0.92472
402,0.79671
403,0.62926
404,0.03188
405,-0.30065
406,-0.97055
407,-1.18266
408,-0.33711
409,0.72290
410,0.78455
411,0.61300
412,0.32257
413,-0.17256
414,-1.00978
415,-1.41341
416,-0.57677
417,0.60827
418,1.05320
419,0.79267
420,0.51194
421,0.15061
422,-0.19953
423,-1.37434
424,-0.93509
425,0.03641
426,1.08475
427,0.87721
428,0.19469
429,0.58004
430,-0.00951
431,-1.02428
432,-1.33288
433,-0.25323
434,1.17133
435,1.02273
436,0.49542
437,0.58193
438,-0.14052
439,-0.75188
440,-1.33067
441,-0.65478
442,0.63471
443,1.01956
444,0.93072
445,0.38517
446,-0.09646
447,-0.63379
448,-1.27000
449,-0.87468
450,0.48512
451,0.92762
452,0.94915
453,0.39911
454,0.42530
455,-0.22511
456,-1.07011
457,-1.12822
458,-0.32822
459,0.90868
460,0.94849
461,0.56367
462,0.49627
463,0.01960
464,-0.81119
465,-1.05121
466,-0.66699
467,0.56553
468,0.96188
469,0.69681
470,0.40799
471,0.09430
472,-0.61960
473,-1.27658
474,-0.87592
475,0.31873
476,0.94817
477,0.83614
478,0.53012
479,0.41816
480,-0.23773
481,-1.09090
482,-1.24675
483,-0.15447
484,0.81553
485,0.94217
486,0.61996
487,0.46581
488,-0.00404
489,-0.62544
490,-1.43294
491,-0.67557
492,0.28343
493,1.04055
494,0.75354
495,0.40441
496,0.14081
497,-0.47328
498,-1.35030
499,-0.60798
500,0.22037
501,0.90097
502,0.97153
503,0.17324
504,0.31973
505,-0.50238
506,-1.14200
507,-1.30548
508,-0.16455
509,1.13723
510,0.93137
511,0.64450
512,0.39321
513,0.01068
514,-0.68855
515,-1.20226
516,-0.78321
517,0.79678
518,1.04518
519,0.68692
520,0.21705
521,0.18667
522,-0.61033
523,-1.26041
524,-0.66205
525,0.25679
526,0.91968
527,0.66401
528,0.52907
529,0.35812
530,-0.36531
531,-1.18373
532,-1.32525
533,-0.22705
534,0.66102
535,0.98612
536,0.53282
537,0.31977
538,0.06055
539,-0.62122
540,-1.47932
541,-0.85912
542,0.56461
543,1.06184
544,0.68894
545,0.27648
546,0.38412
547,-0.54612
548,-1.13112
549,-0.91616
550,0.10399
551,0.94770
552,0.88739
553,0.41864
554,0.09745
555,-0.25811
556,-1.00477
557,-1.33845
558,-0.04533
559,0.62752
560,1.09983
561,0.27815
562,0.29798
563,-0.12433
564,-0.73053
565,-1.21074
566,-0.42041
567,0.44073
568,1.07440
569,0.54593
570,0.07668
571,0.65435
572,-0.30753
573,-1.39615
574,-1.05542
575,0.09640
576,0.86133
577,0.74559
578,0.45925
579,0.20864
580,0.05940
581,-1.08629
582,-1.09472
583,-0.21314
584,0.49664
585,0.90350
586,0.54927
587,0.29679
588,0.18412
589,-0.72721
590,-1.17026
591,-0.66008
592,0.46770
593,1.07403
594,0.49574
595,0.27222
596,0.16090
597,-0.72029
598,-1.62337
599,-0.73649
600,0.16059
601,0.92497
602,0.83229
603,0.55168
604,0.39299
605,-0.09288
606,-0.90810
607,-1.54310
608,-0.24309
609,1.10180
610,0.90742
611,0.42405
612,0.52924
613,-0.22398
614,-0.67333
615,-1.56374
616,-0.63576
617,0.43339
618,0.87593
619,0.23089
620,0.43839
621,0.20543
622,-0.48087
623,-1.07678
624,-1.04689
625,0.19839
626,1.03335
627,0.67151
628,0.47306
629,0.34751
630,-0.14216
631,-1.18506
632,-1.02763
633,-0.00760
634,0.81560
635,0.90523
636,0.76071
637,0.40152
638,-0.03583
639,-1.03934
640,-1.34925
641,-0.78282
642,0.75293
643,1.27718
644,0.77624
645,0.38284
646,0.24363
647,-0.44137
648,-1.15251
649,-0.73303
650,0.39611
651,0.96556
652,0.87913
653,0.29416
654,0.25822
655,-0.19605
656,-1.05827
657,-1.25773
658,-0.22703
659,0.94416
660,0.94987
661,0.64149
662,0.31563
663,0.04091
664,-1.00647
665,-1.31315
666,-0.74076
667,0.28969
668,1.07986
669,0.63976
670,0.44304
671,0.01676
672,-0.35522
673,-1.38485
674,-0.74348
675,0.20863
676,0.98189
677,0.65442
678,0.57945
679,0.19315
680,-0.61024
681,-1.04306
682,-1.27902
683,-0.06003
684,0.66352
685,1.13481
686,0.56981
687,0.25903
688,-0.01610
689,-0.63105
690,-1.50775
691,-0.50521
692,0.63283
693,1.00131
694,0.71932
695,0.36146
696,0.38219
697,-0.46750
698,-0.97928
699,-0.87894
700,0.50170
701,1.01592
702,0.57587
703,0.41636
704,0.32604
705,-0.09738
706,-1.02060
707,-1.37629
708,0.01065
709,0.82440
710,1.03199
711,0.49009
712,0.41923
713,-0.11510
714,-0.71992
715,-1.44684
716,-0.71490
717,0.40341
718,0.97864
719,0.69803
720,0.35602
721,0.16767
722,-0.76295
723,-0.92322
724,-0.80747
725,0.19500
726,1.16077
727,0.85814
728,0.43074
729,0.30040
730,0.03461
731,-0.97158
732,-1.14151
733,-0.15137
734,0.69553
735,0.82292
736,0.58771
737,0.42547
738,-0.31503
739,-0.79169
740,-1.33420
741,-0.62275
742,0.42083
743,1.18842
744,0.62349
745,0.49595
746,0.34651
747,-0.60268
748,-1.17014
749,-1.03400
750,0.05475
751,0.79937
752,0.66105
753,0.49702
754,0.21650
755,-0.30788
756,-1.15051
757,-1.07564
758,-0.20641
759,0.55273
760,1.00654
761,0.57571
762,0.52930
763,-0.13379
764,-0.92490
765,-1.35388
766,-0.69175
767,0.66317
768,0.88894
769,0.83482
770,0.05620
771,0.00803
772,-0.73111
773,-1.15886
774,-0.72546
775,0.14486
776,1.07232
777,0.65234
778,0.43061
779,0.44092
780,-0.39061
781,-1.24394
782,-1.42990
783,0.16318
784,0.68480
785,0.99066
786,0.44617
787,0.35495
788,-0.04152
789,-1.10811
790,-1.37535
791,-0.68083
792,0.55559
793,1.10313
794,0.47247
795,0.41946
796,0.02728
797,-0.44950
798,-1.30330
799,-0.99261
800,0.33633
801,0.85318
802,0.92866
803,0.41438
804,0.41378
805,-0.42343
806,-1.00024
807,-1.20146
808,0.05165
809,1.00032
810,1.12454
811,0.52784
812,0.40893
813,-0.08387
814,-0.76255
815,-1.41156
816,-0.43859
817,0.67847
818,0.72303
819,0.91102
820,0.34679
821,0.17444
822,-0.63093
823,-1.32348
824,-0.69690
825,0.32925
826,1.00473
827,0.77041
828,0.74416
829,0.29901
830,-0.24887
831,-1.20014
832,-1.21719
833,-0.22883
834,0.66582
835,0.71487
836,0.72828
837,0.22484
838,0.09156
839,-1.06404
840,-1.34806
841,-0.66866
842,0.70352
843,0.68445
844,0.69703
845,0.52658
846,0.12596
847,-0.64717
848,-1.09638
849,-0.76056
850,0.24009
851,0.87477
852,0.66907
853,0.34981
854,0.49391
855,-0.24616
856,-0.89754
857,-1.37348
858,-0.50869
859,0.69967
860,0.92402
861,0.52752
862,0.40394
863,0.03320
864,-0.90117
865,-1.40654
866,-0.54293
867,0.72807
868,0.57031
869,0.58614
870,0.53573
871,0.26001
872,-0.49091
873,-1.47412
874,-0.95805
875,0.31275
876,1.02148
877,0.94017
878,0.26983
879,0.53239
880,-0.35258
881,-1.13745
882,-1.21823
883,-0.21301
884,0.73980
885,1.12449
886,0.39664
887,0.42952
888,0.01083
889,-0.72534
890,-1.45389
891,-0.44657
892,0.44219
893,0.86804
894,0.94935
895,0.44149
896,0.22525
897,-0.49891
898,-1.35530
899,-1.02247
900,0.29162
901,0.87227
902,0.70799
903,0.43591
904,0.31507
905,-0.40933
906,-0.76281
907,-1.27676
908,0.03305
909,0.57214
910,1.00247
911,0.70278
912,0.25811
913,0.22648
914,-0.64593
915,-1.09740
916,-0.48222
917,0.48056
918,1.11527
919,0.76124
920,0.11754
921,0.38160
922,-0.30517
923,-1.25978
924,-0.90032
925,0.18959
926,0.97388
927,0.80154
928,0.45868
929,0.13952
930,0.01733
931,-1.20215
932,-1.46148
933,-0.37309
934,0.98143
935,1.11058
936,0.54701
937,0.36409
938,-0.24896
939,-0.72928
940,-1.42969
941,-0.63417
942,0.70352
943,1.01712
944,0.59030
945,0.24852
946,0.30897
947,-0.56577
948,-1.40336
949,-0.96569
950,0.41525
951,1.07339
952,0.66305
953,0.52689
954,0.29124
955,-0.39459
956,-1.01207
957,-1.29568
958,-0.39619
959,0.94636
960,0.90701
961,0.64796
962,0.26182
963,0.18369
964,-0.63788
965,-1.38590
966,-0.42335
967,0.23080
968,0.96280
969,0.55311
970,0.25417
971,0.42250
972,-0.39511
973,-1.15978
974,-0.85149
975,0.21685
976,0.77402
977,0.60734
978,0.30709
979,0.05572
980,-0.21942
981,-0.90274
982,-1.03608
983,-0.09282
984,0.90695
985,0.82069
986,0.59191
987,0.40632
988,-0.02676
989,-0.95894
990,-1.36426
991,-0.63434
992,0.61746
993,0.98126
994,0.61461
995,0.24610
996,0.12172
997,-0.62695
998,-1.40194
999,-0.74866
1000,0.25884
1001,1.18991
1002,0.82683
1003,0.50091
1004,0.29924
1005,-0.04134
1006,-0.87062
1007,-1.05802
1008,0.03805
1009,1.08691
1010,0.71399
1011,0.18368
1012,0.26509
1013,0.06420
1014,-0.75556
1015,-1.40821
1016,-0.64875
1017,0.53752
1018,0.86328
1019,0.62024
1020,0.20629
1021,0.07954
1022,-0.72959
1023,-1.34882
1024,-0.85188
1025,0.24498
1026,0.93011
1027,0.77022
1028,0.43867
1029,0.32234
1030,-0.41562
1031,-1.12837
1032,-1.47612
1033,-0.16815
1034,0.72497
1035,0.80962
1036,0.46314
1037,0.24407
1038,0.16090
1039,-0.61831
1040,-1.20246
1041,-0.73996
1042,0.60172
1043,1.27455
1044,0.87372
1045,0.52661
1046,0.21438
1047,-0.74913
1048,-1.26120
1049,-0.97633
1050,0.23509
1051,1.08886
1052,0.87434
1053,0.33659
1054,0.23455
1055,-0.17043
1056,-1.07370
1057,-1.10432
1058,-0.30513
1059,0.77944
1060,0.69901
1061,0.86175
1062,0.50743
1063,-0.19955
1064,-0.60837
1065,-1.14330
1066,-0.72954
1067,0.57856
1068,1.10017
1069,0.70325
1070,0.26515
1071,0.26953
1072,-0.60431
1073,-1.22378
1074,-1.12723
1075,0.46294
1076,1.05401
1077,0.74733
1078,0.52158
1079,0.11577
1080,-0.41913
1081,-0.99224
1082,-1.19576
1083,-0.10296
1084,0.66721
1085,0.63660
1086,0.40665
1087,0.42613
1088,-0.09096
1089,-0.62643
1090,-1.44527
1091,-0.86142
1092,0.51914
1093,0.83344
1094,0.52801
1095,0.49572
1096,0.24294
1097,-0.39803
1098,-1.09006
1099,-0.91530
1100,0.10270
1101,0.74601
1102,0.60789
1103,0.54386
1104,0.08213
1105,-0.25782
1106,-1.13286
1107,-1.37581
1108,-0.02676
1109,0.94708
1110,0.90814
1111,0.48670
1112,0.23424
1113,-0.20600
1114,-0.82234
1115,-1.34491
1116,-0.52574
1117,0.60672
1118,0.92232
1119,0.64800
1120,0.12682
1121,0.26748
1122,-0.27673
1123,-1.31245
1124,-1.04709
1125,-0.08457
1126,0.88969
1127,0.81490
1128,0.47496
1129,0.72103
1130,-0.29523
1131,-1.02211
1132,-1.16538
1133,-0.22465
1134,0.71430
1135,1.18582
1136,0.69576
1137,0.25613
1138,-0.08828
1139,-0.86985
1140,-1.27738
1141,-0.73523
1142,0.71541
1143,1.13383
1144,0.64009
1145,0.24227
1146,0.11893
1147,-0.70459
1148,-1.23237
1149,-0.90328
1150,-0.04735
1151,0.89982
1152,0.81666
1153,0.39630
1154,0.28617
1155,-0.28495
1156,-1.03770
1157,-1.08865
1158,-0.16158
1159,0.81390
1160,0.90648
1161,0.30110
1162,0.33345
1163,0.31375
1164,-0.62993
1165,-1.44288
1166,-0.47227
1167,0.51878
1168,1.04976
1169,0.82587
1170,0.41757
1171,0.38260
1172,-0.54407
1173,-1.34864
1174,-0.86252
1175,0.43277
1176,0.91292
1177,0.70066
1178,0.43962
1179,0.47739
1180,-0.17286
1181,-1.07557
1182,-1.12126
1183,0.05669
1184,0.99970
1185,0.93583
1186,0.61508
1187,0.24646
1188,0.18910
1189,-0.80629
1190,-1.13367
1191,-0.71725
1192,0.64510
1193,1.14524
1194,0.69378
1195,0.39438
1196,-0.07584
1197,-0.48565
1198,-0.98910
1199,-1.12302
1200,0.30009
1201,0.87258
1202,0.92600
1203,0.49888
1204,0.27706
1205,-0.21753
1206,-1.22967
1207,-1.14973
1208,-0.33743
1209,0.58533
1210,0.69640
1211,0.72393
1212,0.54482
1213,-0.07555
1214,-1.00124
1215,-1.27704
1216,-0.45203
1217,0.59994
1218,0.86790
1219,0.79237
1220,0.09581
1221,0.36730
1222,-0.70184
1223,-0.98922
1224,-1.08072
1225,0.42671
1226,0.99813
1227,0.62700
1228,0.53487
1229,0.39850
1230,-0.22491
1231,-1.16198
1232,-1.08696
1233,-0.33455
1234,0.72428
1235,0.84475
1236,0.60515
1237,0.18996
1238,0.09145
1239,-0.81676
1240,-1.28197
1241,-0.71860
1242,0.64525
1243,1.30723
1244,0.79333
1245,0.35896
1246,0.31591
1247,-0.28129
1248,-1.40782
1249,-0.96410
1250,0.04326
1251,0.93985
1252,0.83461
1253,0.52331
1254,0.02702
1255,-0.42409
1256,-1.01142
1257,-1.15287
1258,-0.05782
1259,0.62039
1260,1.12611
1261,0.36137
1262,0.33167
1263,-0.01310
1264,-0.77731
1265,-1.36531
1266,-0.83046
1267,0.57689
1268,1.01720
1269,0.65046
1270,0.33205
1271,0.22700
1272,-0.53092
1273,-1.28365
1274,-0.97996
1275,0.12629
1276,1.18900
1277,0.83736
1278,0.62910
1279,0.41303
1280,-0.36733
1281,-1.01987
1282,-1.24267
1283,-0.22729
1284,0.87269
1285,0.89538
1286,0.27752
1287,0.05084
1288,0.15157
1289,-0.54851
1290,-1.19000
1291,-0.61882
1292,0.67109
1293,0.89671
1294,0.84199
1295,0.35574
1296,0.47515
1297,-0.72463
1298,-1.07522
1299,-0.98914
1300,0.12585
1301,0.98919
1302,0.82766
1303,0.75039
1304,0.14431
1305,-0.31570
1306,-1.03776
1307,-1.08097
1308,-0.15983
1309,1.06955
1310,0.95989
1311,0.46377
1312,0.27429
1313,-0.13840
1314,-0.83833
1315,-1.29480
1316,-0.62518
1317,0.50338
1318,1.12394
1319,0.49407
1320,0.39261
1321,0.17518
1322,-0.45214
1323,-1.12167
1324,-1.09855
1325,0.06160
1326,1.07036
1327,0.90023
1328,0.22855
1329,0.37297
1330,-0.38741
1331,-1.15819
1332,-1.06278
1333,-0.21528
1334,0.55083
1335,1.02913
1336,0.38584
1337,0.37097
1338,0.14113
1339,-1.01224
1340,-1.32779
1341,-0.64497
1342,0.83899
1343,1.13225
1344,0.64866
1345,0.45180
1346,0.08202
1347,-0.42527
1348,-1.13605
1349,-1.01528
1350,0.30085
1351,0.91739
1352,0.86267
1353,0.55852
1354,0.51491
1355,-0.19201
1356,-1.07015
1357,-1.19415
1358,-0.13167
1359,0.84240
1360,0.97044
1361,0.62125
1362,0.38756
1363,-0.12323
1364,-0.97201
1365,-1.52868
1366,-0.82096
1367,0.50154
1368,1.03115
1369,0.63768
1370,0.23630
1371,0.09031
1372,-0.62227
1373,-1.39226
1374,-1.00694
1375,0.34400
1376,0.94880
1377,0.84264
1378,0.46177
1379,0.32904
1380,-0.40995
1381,-1.20995
1382,-1.20182
1383,-0.13350
1384,0.97640
1385,0.96204
1386,0.72423
1387,0.33152
1388,-0.04790
1389,-0.84769
1390,-1.31687
1391,-0.37351
1392,0.24136
1393,0.82663
1394,0.62938
1395,0.35211
1396,0.10459
1397,-0.52743
1398,-1.22011
1399,-1.00072
1400,0.32084
1401,0.87346
1402,0.83431
1403,0.48535
1404,0.46214
1405,-0.35660
1406,-1.08386
1407,-1.08305
1408,-0.50779
1409,0.88595
1410,0.64660
1411,0.56335
1412,0.52252
1413,0.16176
1414,-0.91561
1415,-1.36936
1416,-0.57913
1417,0.62360
1418,1.01964
1419,0.64347
1420,0.47571
1421,0.30251
1422,-0.53621
1423,-1.26500
1424,-0.79302
1425,0.33282
1426,0.84906
1427,0.93026
1428,0.48022
1429,0.27876
1430,-0.19013
1431,-1.15066
1432,-1.24350
1433,-0.16447
1434,0.71311
1435,0.88503
1436,0.49551
1437,0.55599
1438,-0.18293
1439,-0.99597
1440,-1.22691
1441,-0.24359
1442,0.43840
1443,1.12236
1444,0.60947
1445,0.28902
1446,0.05525
1447,-0.90599
1448,-1.10629
1449,-0.98413
1450,0.09982
1451,0.94876
1452,0.88974
1453,0.08753
1454,0.10077
1455,-0.09244
1456,-1.17380
1457,-1.26069
1458,-0.25842
1459,0.86622
1460,0.91586
1461,0.41275
1462,0.21037
1463,0.02983
1464,-0.69555
1465,-1.13993
1466,-0.71803
1467,0.76920
1468,0.92587
1469,0.57575
1470,0.75245
1471,-0.08007
1472,-0.72204
1473,-1.10353
1474,-0.85072
1475,0.26310
1476,0.89294
1477,0.82314
1478,0.60214
1479,0.12276
1480,-0.20372
1481,-1.07377
1482,-0.96002
1483,-0.02370
1484,0.85339
1485,0.92683
1486,0.40372
1487,0.19563
1488,0.12895
1489,-0.76131
1490,-1.36745
1491,-0.45144
1492,0.49765
1493,0.95017
1494,0.73775
1495,0.59154
1496,0.05166
1497,-0.52710
1498,-1.45683
1499,-1.00599
1500,0.45462
1501,0.95359
1502,0.90744
1503,0.55268
1504,0.47559
1505,-0.17533
1506,-1.16831
1507,-1.15980
1508,-0.13286
1509,0.87046
1510,0.87573
1511,0.50525
1512,0.09834
1513,-0.20407
1514,-1.04587
1515,-1.46558
1516,-0.58778
1517,0.49418
1518,0.93677
1519,0.67803
1520,0.29435
1521,-0.01942
1522,-0.50949
1523,-1.49185
1524,-0.84095
1525,0.20067
1526,0.86228
1527,1.03085
1528,0.54460
1529,0.46988
1530,-0.34928
1531,-0.98952
1532,-1.27234
1533,-0.00819
1534,0.76908
1535,1.03727
1536,0.53322
1537,0.42147
1538,-0.01880
1539,-0.85740
1540,-1.30031
1541,-0.69811
1542,0.54095
1543,1.02579
1544,0.51548
1545,0.36632
1546,0.26399
1547,-0.40321
1548,-1.28049
1549,-1.11780
1550,0.03289
1551,1.02528
1552,0.64860
1553,0.44417
1554,0.39564
1555,-0.62086
1556,-0.73902
1557,-1.34563
1558,-0.05586
1559,0.78998
1560,0.95632
1561,0.42414
1562,0.18461
1563,0.27386
1564,-0.68289
1565,-1.34385
1566,-0.40890
1567,0.48057
1568,0.95359
1569,0.38030
1570,0.32874
1571,0.32701
1572,-0.31689
1573,-0.92961
1574,-0.79882
1575,0.18828
1576,1.02304
1577,1.04491
1578,0.31910
1579,0.54723
1580,-0.41824
1581,-0.98409
1582,-1.32645
1583,0.02955
1584,1.00197
1585,1.03108
1586,0.42810
1587,0.31447
1588,0.10624
1589,-0.89614
1590,-1.08894
1591,-0.56660
1592,0.47131
1593,0.93538
1594,0.69599
1595,0.28981
1596,0.10053
1597,-0.40756
1598,-1.13106
1599,-0.77576
1600,0.17834
1601,0.86216
1602,0.86726
1603,0.66817
1604,0.15599
1605,-0.04669
1606,-1.02204
1607,-1.49976
1608,-0.21773
1609,0.74441
1610,1.14936
1611,0.41153
1612,0.41973
1613,-0.17165
1614,-0.76594
1615,-1.13142
1616,-0.39107
1617,0.48946
1618,0.83957
1619,0.64281
1620,0.46401
1621,0.21368
1622,-0.60096
1623,-1.29750
1624,-1.03564
1625,0.19518
1626,1.08627
1627,0.83854
1628,0.20071
1629,0.39775
1630,-0.04900
1631,-1.34544
1632,-1.02682
1633,-0.17160
1634,1.01390
1635,0.89859
1636,0.64673
1637,-0.00364
1638,-0.11356
1639,-0.99137
1640,-1.35904
1641,-0.68765
1642,0.69398
1643,0.89828
1644,0.76423
1645,0.77158
1646,0.31815
1647,-0.74242
1648,-1.11086
1649,-0.74548
1650,0.08314
1651,0.76290
1652,1.03547
1653,0.57403
1654,0.33300
1655,-0.34749
1656,-1.21800
1657,-1.18869
1658,-0.24568
1659,0.97641
1660,0.99324
1661,0.48337
1662,0.30810
1663,-0.04432
1664,-0.74603
1665,-1.30809
1666,-0.45150
1667,0.76346
1668,0.88188
1669,0.87337
1670,0.36007
1671,0.16353
1672,-0.47305
1673,-1.23937
1674,-1.09185
1675,0.28901
1676,1.29200
1677,1.07686
1678,0.31914
1679,0.38107
1680,-0.25471
1681,-1.15484
1682,-1.09063
1683,-0.24078
1684,0.88369
1685,0.90312
1686,0.57088
1687,0.31971
1688,0.02145
1689,-0.82275
1690,-1.33340
1691,-0.46926
1692,0.48598
1693,1.34278
1694,0.76064
1695,0.50761
1696,0.03560
1697,-0.63548
1698,-1.59727
1699,-0.89859
1700,0.04233
1701,0.60180
1702,0.81912
1703,0.25169
1704,0.15401
1705,-0.42281
1706,-1.24144
1707,-1.15250
1708,-0.21246
1709,0.84785
1710,0.66827
1711,0.60094
1712,0.13689
1713,-0.03919
1714,-0.90683
1715,-1.01933
1716,-0.53677
1717,0.25479
1718,1.01473
1719,0.77425
1720,0.43149
1721,0.45965
1722,-0.44184
1723,-1.27146
1724,-0.86874
1725,0.17013
1726,1.23592
1727,0.79026
1728,0.55574
1729,0.07947
1730,-0.17846
1731,-1.26619
1732,-1.11958
1733,-0.30680
1734,0.90139
1735,1.00409
1736,0.66880
1737,0.57355
1738,-0.04482
1739,-1.06635
1740,-1.30542
1741,-0.70219
1742,0.73948
1743,0.89316
1744,0.47949
1745,0.36966
1746,-0.02734
1747,-0.55009
1748,-1.28451
1749,-0.94571
1750,0.27536
1751,0.88752
1752,0.84762
1753,0.46946
1754,0.20228
1755,-0.22502
1756,-0.96495
1757,-1.05193
1758,-0.13851
1759,0.90198
1760,0.93204
1761,0.64303
1762,0.32258
1763,0.24202
1764,-0.98276
1765,-1.23996
1766,-0.45049
1767,0.44052
1768,0.93745
1769,0.63964
1770,0.24653
1771,0.34939
1772,-0.43516
1773,-1.28652
1774,-0.92162
1775,0.15452
1776,0.98508
1777,0.69201
1778,0.34379
