Id,Value
557,62.857
558,58.318
559,61.340
560,39.717
561,44.638
562,61.344
563,42.778
564,52.268
565,42.767
566,45.104
567,54.418
568,52.258
569,43.830
570,39.836
571,49.909
572,37.856
573,63.401
574,46.597
575,37.443
576,39.526
577,44.089
578,39.200
579,43.929
580,42.556
581,55.731
582,42.680
583,69.911
584,49.586
585,28.111
586,38.668
587,52.462
588,49.504
589,30.920
590,70.141
591,59.459
592,46.537
593,52.052
594,48.055
595,40.833
596,43.349
597,44.754
598,42.163
599,56.848
600,34.047
601,26.920
602,45.970
603,58.472
604,61.356
605,50.820
606,54.540
607,58.689
608,52.799
609,39.335
610,56.781
611,56.573
612,45.042
613,52.150
614,60.654
615,47.008
616,36.989
617,70.978
618,49.071
619,51.809
620,39.393
621,40.216
622,60.284
623,55.726
624,69.422
625,62.364
626,37.833
627,36.925
628,69.257
629,52.611
630,55.330
631,66.971
632,51.021
633,56.173
634,35.849
635,49.118
636,39.669
637,44.105
638,45.134
639,45.756
640,50.495
641,49.308
642,48.620
643,44.609
644,56.685
645,42.025
646,33.604
647,45.859
648,59.886
649,47.267
650,53.055
651,56.811
652,41.964
653,40.670
654,50.144
655,51.180
656,47.680
657,40.977
658,40.528
659,32.324
660,76.312
661,73.858
662,52.680
663,51.684
664,59.621
665,51.364
666,46.481
667,60.641
668,34.585
669,45.524
670,47.255
671,64.344
672,59.617
673,53.623
674,33.425
675,50.599
676,56.377
677,59.477
678,44.627
679,48.019
680,58.654
681,44.840
682,46.417
683,33.942
684,39.471
685,66.928
686,49.849
687,48.722
688,68.371
689,32.862
690,32.706
691,66.333
692,53.807
693,53.781
694,63.715
695,53.315
696,51.818
697,51.084
698,55.172
699,40.106
700,38.200
701,67.115
702,43.684
703,61.157
704,45.998
705,54.213
706,36.080
707,66.252
708,45.363
709,74.403
710,51.853
711,68.128
712,61.868
713,57.478
714,48.209
715,48.500
716,42.896
717,47.317
718,47.862
719,49.738
720,57.779
721,51.507
722,57.680
723,60.242
724,46.660
725,52.706
726,46.105
727,45.231
728,59.882
729,44.688
730,41.381
731,69.253
732,56.353
733,56.007
734,45.610
735,41.879
736,54.346
737,50.020
738,45.744
739,30.146
740,56.969
741,52.146
742,54.658
743,43.399
744,53.237
745,64.062
746,48.189
747,59.069
748,52.444
749,46.882
750,53.333
751,39.692
752,57.594
753,36.775
754,46.765
755,50.453
756,49.343
757,52.246
758,55.242
759,43.099
760,39.396
761,48.605
762,43.459
763,66.096
764,71.943
765,49.614
766,64.139
767,49.408
768,36.686
769,49.168
770,51.063
771,66.833
772,36.302
773,49.818
774,55.532
775,67.874
776,47.991
777,56.243
778,51.774
779,62.050
780,31.175
781,55.731
782,26.530
783,39.663
784,41.795
785,62.304
786,39.711
787,50.514
788,47.084
789,54.204
790,52.927
791,66.711
792,42.213
793,36.752
794,44.394
795,51.246
796,54.059
797,59.026
798,44.489
799,59.235
800,62.361
801,70.293
802,54.986
803,45.781
804,44.089
805,38.565
806,43.120
807,49.099
808,37.746
809,47.036
810,57.154
811,54.049
812,53.986
813,67.872
814,62.105
815,48.481
816,53.253
817,41.322
818,25.429
819,47.367
820,53.193
821,60.561
822,45.575
823,45.876
824,51.987
825,50.835
826,33.473
827,45.056
828,54.091
829,47.267
830,50.485
831,59.529
832,50.279
833,68.193
834,47.966
835,44.970
836,49.705
837,56.729
838,50.566
839,65.698
840,58.028
841,33.135
842,45.230
843,34.669
844,57.447
845,40.086
846,48.268
847,55.060
848,69.385
849,53.725
850,46.991
851,43.014
852,66.323
853,43.929
854,46.591
855,49.212
856,50.414
857,36.799
858,32.594
859,47.416
860,50.132
861,44.321
862,46.307
863,36.161
864,52.215
865,43.794
866,51.577
867,51.824
868,50.325
869,38.063
870,59.206
871,46.282
872,41.257
873,57.323
874,45.513
875,50.987
876,57.130
877,59.133
878,53.943
879,41.410
880,29.263
881,57.907
882,43.698
883,36.169
884,52.359
885,41.540
886,46.025
887,63.538
888,38.470
889,53.021
890,59.635
891,51.608
892,41.695
893,53.615
894,49.940
895,61.504
896,40.658
897,52.171
898,45.100
899,50.930
900,34.682
901,56.027
902,50.521
903,50.991
904,48.056
905,48.307
906,51.737
907,67.230
908,47.836
909,42.018
910,43.980
911,66.169
912,56.887
913,49.080
914,46.079
915,51.868
916,58.988
917,38.969
918,21.451
919,37.865
920,62.696
921,46.248
922,54.210
923,52.067
924,59.559
925,54.414
926,54.495
927,42.445
928,48.390
929,48.007
930,47.579
931,44.300
932,49.098
933,41.353
934,68.438
935,36.791
936,51.180
937,46.196
938,50.630
939,39.743
940,64.415
941,57.772
942,69.125
943,62.118
944,38.987
945,46.474
946,62.309
947,60.418
948,28.120
949,46.464
950,54.841
951,52.928
952,45.889
953,54.105
954,49.949
955,51.992
956,54.433
957,55.028
958,60.076
959,46.178
960,54.510
961,74.755
962,37.122
963,48.806
964,50.433
965,53.141
966,53.893
967,40.787
968,42.624
969,57.772
970,62.463
971,52.984
972,61.092
973,33.788
974,50.503
975,47.057
976,51.112
977,48.800
978,52.550
979,59.844
980,35.059
981,49.950
982,54.753
983,60.738
984,47.548
985,59.450
986,62.063
987,46.232
988,51.404
989,39.688
990,56.266
991,60.502
992,29.768
993,60.738
994,60.324
995,44.540
996,54.106
997,51.996
998,68.276
999,43.750
1000,47.402
1001,52.371
1002,56.879
1003,52.552
1004,57.066
1005,32.494
1006,62.168
1007,66.873
1008,65.863
1009,39.588
1010,49.840
1011,52.527
1012,57.611
1013,66.352
1014,43.399
1015,37.302
1016,38.805
1017,67.203
1018,52.039
1019,50.259
1020,52.902
1021,57.737
1022,72.333
1023,49.013
1024,35.150
1025,45.769
1026,39.672
1027,47.200
1028,30.376
1029,61.536
1030,35.979
1031,63.054
1032,51.301
1033,45.393
1034,42.298
1035,51.735
1036,37.406
1037,37.182
1038,61.083
1039,72.306
1040,58.909
1041,54.276
1042,46.061
1043,57.063
1044,51.189
1045,58.302
1046,51.012
1047,48.134
1048,45.314
1049,42.623
1050,51.648
1051,55.965
1052,62.166
1053,46.916
1054,46.412
1055,43.450
1056,55.238
1057,47.243
1058,32.433
1059,53.938
1060,66.046
1061,39.498
1062,74.749
1063,55.988
1064,32.906
1065,52.272
1066,43.961
1067,54.124
1068,52.739
1069,66.289
1070,48.632
1071,29.476
1072,24.200
1073,39.768
1074,50.159
1075,55.155
1076,48.822
1077,54.141
1078,52.224
1079,63.634
1080,66.416
1081,46.887
1082,40.901
1083,42.263
1084,59.716
1085,51.118
1086,53.546
1087,50.972
1088,40.998
1089,48.886
1090,41.165
1091,59.017
1092,44.964
1093,42.331
1094,52.231
1095,61.062
1096,55.792
1097,40.848
1098,61.836
1099,39.630
1100,57.949
1101,35.577
1102,53.197
1103,57.723
1104,45.114
1105,43.598
1106,53.347
1107,66.823
1108,42.987
1109,40.290
1110,39.672
1111,54.952
1112,72.898
1113,51.137
1114,49.817
1115,46.018
1116,42.993
1117,31.289
1118,46.652
1119,57.052
1120,48.002
1121,57.541
1122,48.882
1123,59.062
1124,51.439
1125,57.226
1126,47.847
1127,57.227
1128,47.311
1129,28.544
1130,68.020
1131,55.378
1132,75.263
1133,62.095
1134,64.310
1135,46.058
1136,48.810
1137,46.081
1138,55.193
1139,45.947
1140,46.219
1141,44.747
1142,51.977
1143,56.139
1144,26.734
1145,71.624
1146,47.526
1147,47.393
1148,41.393
1149,51.319
1150,54.688
1151,56.549
1152,48.962
1153,70.419
1154,43.183
1155,49.808
1156,46.523
1157,63.301
1158,55.127
1159,39.434
1160,48.593
1161,48.219
1162,42.831
1163,54.721
1164,35.744
1165,55.801
1166,58.047
1167,63.488
1168,44.024
1169,59.594
1170,40.835
1171,51.862
1172,46.923
1173,41.752
1174,62.411
1175,44.385
1176,47.733
1177,41.899
1178,35.585
1179,45.381
1180,55.407
1181,52.716
1182,54.183
1183,50.952
1184,46.055
1185,62.841
1186,49.199
1187,54.876
1188,53.905
1189,56.172
1190,59.386
1191,49.021
1192,41.414
1193,78.683
1194,49.559
1195,56.544
1196,48.020
1197,47.478
1198,71.900
1199,28.486
1200,44.780
1201,61.177
1202,49.571
1203,42.635
1204,26.601
1205,48.674
1206,52.235
1207,65.911
1208,43.376
1209,64.725
1210,60.117
1211,34.848
1212,44.198
1213,49.741
1214,32.288
1215,75.041
1216,30.136
1217,38.490
1218,42.865
1219,38.850
1220,39.781
1221,39.849
1222,40.384
1223,43.416
1224,38.940
1225,62.772
1226,49.331
1227,47.451
1228,48.233
1229,57.033
1230,41.549
1231,46.515
1232,53.991
1233,30.679
1234,61.927
1235,39.422
1236,37.929
1237,30.261
1238,53.759
1239,49.098
1240,62.499
1241,56.391
1242,61.518
1243,42.428
1244,48.879
1245,38.833
1246,53.270
1247,67.730
1248,55.903
1249,49.143
1250,51.665
1251,25.338
1252,42.095
1253,53.153
1254,50.857
1255,47.176
1256,44.384
1257,47.841
1258,39.540
1259,45.583
1260,42.884
1261,42.416
1262,56.501
1263,52.116
1264,58.926
1265,51.842
1266,42.433
1267,38.819
1268,53.968
1269,43.821
1270,57.669
1271,48.257
1272,39.850
1273,50.861
1274,55.273
1275,43.952
1276,51.517
1277,42.206
1278,45.194
1279,44.041
1280,50.843
1281,56.371
1282,26.001
1283,43.151
1284,58.748
1285,41.814
1286,33.457
1287,33.793
1288,59.501
1289,50.503
1290,59.536
1291,38.427
1292,57.881
1293,46.903
1294,55.535
1295,54.804
1296,44.665
1297,42.857
1298,68.288
1299,47.403
1300,51.092
1301,64.983
1302,50.688
1303,59.805
1304,54.797
1305,54.456
1306,48.749
1307,39.856
1308,45.684
1309,32.438
1310,58.703
1311,58.459
1312,52.357
1313,52.373
1314,34.406
1315,52.622
1316,34.945
1317,47.652
1318,43.456
1319,46.130
1320,46.547
1321,51.964
1322,70.498
1323,51.593
1324,44.648
1325,52.970
1326,48.684
1327,49.409
1328,46.805
1329,62.974
1330,52.532
1331,34.441
1332,54.277
1333,52.890
1334,39.734
1335,44.331
1336,57.347
1337,48.624
1338,52.165
1339,55.351
1340,46.946
1341,52.263
1342,49.846
1343,38.497
1344,43.797
1345,40.624
1346,50.795
1347,56.462
1348,53.374
1349,42.740
1350,30.026
1351,28.581
1352,47.938
1353,55.417
1354,44.854
1355,48.889
1356,68.648
1357,56.058
1358,41.617
1359,61.967
1360,53.200
1361,32.515
1362,33.698
1363,51.179
1364,60.126
1365,62.984
1366,50.398
1367,39.703
1368,50.223
1369,58.019
1370,45.432
1371,43.877
1372,55.520
1373,67.948
1374,52.737
1375,57.179
1376,31.459
1377,52.602
1378,39.409
1379,39.134
1380,43.450
1381,54.198
1382,35.053
1383,45.477
1384,39.613
1385,68.598
1386,54.412
1387,47.924
1388,58.306
1389,47.898
1390,57.678
1391,63.958
1392,22.081
1393,41.221
1394,46.634
1395,43.632
1396,46.117
1397,47.548
1398,62.087
1399,41.428
1400,41.406
1401,38.819
1402,48.014
1403,55.127
1404,55.703
1405,46.023
1406,54.673
1407,57.839
1408,61.987
1409,54.060
1410,29.685
1411,32.306
1412,55.471
1413,39.252
1414,62.769
1415,41.836
1416,59.435
1417,53.647
1418,61.226
1419,61.013
1420,40.101
1421,67.498
1422,48.592
1423,28.900
1424,51.583
1425,50.089
1426,50.975
1427,29.477
1428,73.339
1429,62.368
1430,80.032
1431,51.340
1432,58.423
1433,51.599
1434,67.627
1435,46.875
1436,76.929
1437,39.850
1438,56.170
1439,36.960
1440,29.105
1441,39.598
1442,36.497
1443,31.310
1444,49.468
1445,37.429
1446,51.916
1447,65.838
1448,53.142
1449,59.566
1450,66.578
1451,56.158
1452,47.704
1453,48.622
1454,54.257
1455,50.838
1456,60.330
1457,58.986
1458,48.887
1459,61.561
1460,42.905
1461,55.839
1462,37.122
1463,53.901
1464,46.288
1465,33.010
1466,42.887
1467,53.389
1468,65.619
1469,42.669
1470,35.942
1471,52.929
1472,55.508
1473,39.779
1474,48.085
1475,47.266
1476,58.830
1477,62.301
1478,59.083
1479,45.039
1480,54.625
1481,28.420
1482,43.159
1483,43.651
1484,58.381
1485,53.409
1486,46.956
1487,43.599
1488,43.468
1489,42.725
1490,47.559
1491,58.571
1492,63.365
1493,61.842
1494,41.652
1495,51.761
1496,28.007
1497,20.944
1498,43.593
1499,63.570
1500,42.314
1501,63.995
1502,60.946
1503,57.196
1504,57.384
1505,37.759
1506,53.990
1507,46.307
1508,61.134
1509,62.688
1510,63.527
1511,54.372
1512,39.216
1513,40.046
1514,54.549
1515,51.386
1516,46.845
1517,67.811
1518,39.589
1519,51.436
1520,41.976
1521,73.561
1522,58.041
1523,39.588
1524,50.488
1525,51.401
1526,49.798
1527,48.875
1528,52.158
1529,54.219
1530,50.857
1531,56.975
1532,65.717
1533,42.047
1534,55.048
1535,38.217
1536,39.797
1537,34.583
1538,50.814
1539,38.044
1540,48.334
1541,45.634
1542,61.260
1543,54.648
1544,44.496
1545,43.558
1546,54.302
1547,59.145
1548,40.757
1549,48.538
1550,67.078
1551,40.372
1552,56.171
1553,40.345
1554,55.548
1555,41.901
1556,48.777
1557,55.081
1558,44.938
1559,53.530
1560,55.697
1561,62.698
1562,43.505
1563,52.173
1564,44.825
1565,49.640
1566,55.829
1567,49.304
1568,30.744
1569,53.062
1570,56.488
1571,45.812
1572,53.476
1573,52.243
1574,50.667
1575,61.881
1576,62.110
1577,51.882
1578,45.506
1579,38.686
1580,56.988
1581,45.963
1582,54.267
1583,50.028
1584,38.054
1585,58.359
1586,66.158
1587,59.541
1588,48.583
1589,40.706
1590,46.484
1591,51.758
1592,43.658
1593,58.299
1594,62.851
1595,60.389
1596,56.508
1597,42.324
1598,59.487
1599,49.057
1600,43.573
1601,56.834
1602,49.367
1603,65.680
1604,53.481
1605,47.303
1606,72.106
1607,58.008
1608,61.812
1609,62.175
1610,38.682
1611,56.929
1612,53.030
1613,45.802
1614,41.443
1615,52.639
1616,64.264
1617,47.918
1618,63.835
1619,41.934
1620,42.466
1621,71.912
1622,39.323
1623,54.138
1624,53.230
1625,56.489
1626,68.488
1627,45.937
1628,60.528
1629,50.903
1630,40.795
1631,41.697
1632,47.962
1633,60.600
1634,44.653
1635,51.173
1636,53.043
1637,62.194
1638,51.700
1639,27.825
1640,39.471
1641,45.461
1642,51.987
1643,41.734
1644,48.406
1645,31.789
1646,35.156
1647,36.768
1648,47.697
1649,68.967
1650,45.578
1651,68.469
1652,35.194
1653,64.585
1654,41.242
1655,48.919
1656,38.880
1657,40.564
1658,52.856
1659,40.045
1660,41.820
1661,50.539
1662,51.501
1663,49.726
1664,52.824
1665,31.794
1666,41.327
1667,55.703
1668,60.121
1669,48.303
1670,43.225
1671,43.642
1672,47.506
1673,55.801
1674,59.093
1675,46.002
1676,53.151
1677,60.329
1678,38.462
1679,54.676
1680,40.956
1681,31.397
1682,47.281
1683,48.411
1684,43.083
1685,59.379
1686,48.692
1687,45.699
1688,39.089
1689,48.256
1690,22.169
1691,31.058
1692,55.323
1693,43.002
1694,49.398
1695,39.493
1696,60.143
1697,43.013
1698,53.671
1699,51.709
1700,57.892
1701,55.587
1702,68.215
1703,45.160
1704,51.812
1705,61.808
1706,75.601
1707,50.432
1708,57.456
1709,48.963
1710,32.113
1711,61.843
1712,60.930
1713,55.835
1714,26.523
1715,41.828
1716,43.833
1717,53.984
1718,40.730
1719,80.024
1720,63.701
1721,51.131
1722,50.323
1723,52.818
1724,46.912
1725,56.700
1726,47.856
1727,57.665
1728,47.781
1729,46.370
1730,47.497
1731,48.126
1732,43.412
1733,43.802
1734,69.172
1735,45.559
1736,40.542
1737,56.695
1738,35.480
1739,60.967
1740,60.806
1741,37.007
1742,59.330
1743,60.761
1744,56.824
1745,56.887
1746,53.255
1747,55.613
1748,45.442
1749,41.015
1750,24.622
1751,61.273
1752,21.844
1753,57.633
1754,51.576
1755,43.961
1756,44.011
1757,47.369
1758,27.257
1759,47.373
1760,49.662
1761,51.790
1762,71.723
1763,43.535
1764,48.446
1765,54.166
1766,50.097
1767,52.013
1768,51.619
1769,53.193
1770,49.440
1771,42.117
1772,64.287
1773,45.867
1774,62.345
1775,50.575
1776,58.052
1777,46.380
1778,53.525
1779,44.488
1780,59.956
1781,56.599
1782,44.062
1783,53.106
1784,51.848
1785,60.175
1786,43.205
1787,48.780
1788,44.081
1789,43.060
1790,44.811
1791,54.994
1792,46.781
1793,41.434
1794,49.596
1795,44.810
1796,77.189
1797,54.995
1798,50.660
1799,69.577
1800,44.725
1801,48.890
1802,54.019
1803,58.198
1804,49.754
1805,64.609
1806,68.666
1807,36.519
1808,53.236
1809,48.691
1810,59.561
1811,62.181
1812,41.867
1813,50.388
1814,52.688
1815,74.317
1816,50.600
1817,77.502
1818,60.734
1819,47.152
1820,42.982
1821,44.110
1822,51.106
1823,31.628
1824,47.356
1825,33.883
1826,49.411
1827,43.689
1828,55.414
1829,55.558
1830,43.011
1831,31.156
1832,49.369
1833,53.431
1834,37.503
1835,53.479
1836,60.904
1837,49.002
1838,32.698
1839,42.704
1840,29.217
1841,53.486
1842,48.866
1843,51.401
1844,45.118
1845,52.205
1846,57.096
1847,47.503
1848,46.016
1849,54.019
1850,41.791
1851,54.005
1852,48.187
1853,41.156
1854,54.005
1855,46.136
1856,61.381
1857,51.403
1858,63.487
1859,48.202
1860,46.933
1861,21.833
1862,73.734
1863,41.829
1864,51.324
1865,54.365
1866,53.800
1867,39.733
1868,59.229
1869,56.817
1870,48.515
1871,58.112
1872,54.076
1873,43.961
1874,42.126
1875,57.343
1876,36.483
1877,63.358
1878,54.539
1879,58.464
1880,52.796
1881,49.948
1882,42.714
1883,31.354
1884,56.810
1885,63.400
1886,62.475
1887,40.857
1888,65.226
1889,75.560
1890,46.579
1891,60.786
1892,55.082
1893,44.912
1894,46.946
1895,41.049
1896,37.487
1897,53.474
1898,48.018
1899,65.563
1900,64.618
1901,28.248
1902,59.815
1903,60.517
1904,15.683
1905,36.970
1906,46.430
1907,42.932
1908,51.755
1909,59.816
1910,38.560
1911,55.750
1912,46.331
1913,51.383
1914,43.291
1915,50.632
1916,60.098
1917,53.658
1918,66.008
1919,52.883
1920,59.573
1921,50.179
1922,61.940
1923,43.844
1924,68.560
1925,37.466
1926,48.821
1927,33.286
1928,34.842
1929,54.313
1930,46.214
1931,42.616
1932,53.429
1933,51.674
1934,58.696
1935,64.344
1936,48.021
1937,58.094
1938,55.645
1939,68.376
1940,79.399
1941,53.280
1942,49.161
1943,33.971
1944,43.490
1945,55.934
1946,42.083
1947,63.920
1948,47.831
1949,49.796
1950,46.114
1951,57.264
1952,39.979
1953,45.721
1954,51.729
1955,55.977
1956,56.964
1957,58.821
1958,44.558
1959,47.849
1960,40.307
1961,61.414
1962,50.059
1963,44.563
1964,36.982
1965,66.538
1966,52.331
1967,60.678
1968,47.318
1969,48.105
1970,66.099
1971,34.877
1972,40.055
1973,52.063
1974,39.813
1975,44.690
1976,32.933
1977,39.283
1978,43.433
1979,48.242
1980,59.001
1981,52.247
1982,46.646
1983,50.407
1984,49.252
1985,46.262
1986,59.698
1987,51.550
1988,68.139
1989,39.254
1990,48.849
1991,51.461
1992,43.859
1993,48.431
1994,54.725
1995,44.415
1996,64.902
1997,47.543
1998,61.516
1999,59.078
2000,45.635
2001,44.120
2002,48.961
2003,50.232
2004,55.212
2005,37.083
2006,46.527
2007,42.164
2008,37.302
2009,57.736
2010,53.144
2011,38.036
2012,54.119
2013,61.431
2014,44.202
2015,33.394
2016,49.094
2017,54.709
2018,46.960
2019,54.114
2020,62.947
2021,49.432
2022,60.815
2023,64.205
2024,56.396
2025,59.900
2026,45.716
2027,49.615
2028,38.953
2029,65.279
2030,28.167
2031,61.125
2032,54.157
2033,50.555
2034,48.465
2035,25.598
2036,41.698
2037,51.291
2038,49.976
2039,42.679
2040,46.277
2041,63.660
2042,50.491
2043,53.696
2044,30.872
2045,55.903
2046,59.226
2047,39.963
2048,57.097
2049,49.196
2050,34.248
2051,43.119
2052,45.028
2053,40.162
2054,35.552
2055,49.843
2056,43.763
2057,44.291
2058,52.955
2059,51.182
2060,46.148
2061,43.137
2062,40.144
2063,43.766
2064,64.731
2065,41.382
2066,39.035
2067,55.184
2068,42.372
2069,74.588
2070,41.542
2071,47.039
2072,45.894
2073,36.044
2074,44.894
2075,43.095
2076,45.008
2077,63.616
2078,40.259
2079,52.929
2080,69.187
2081,52.762
2082,45.788
2083,41.184
2084,41.171
2085,48.108
2086,33.200
2087,40.188
2088,37.306
2089,49.581
2090,47.345
2091,55.170
2092,43.501
2093,45.693
2094,50.921
2095,52.351
2096,31.968
2097,36.128
2098,36.269
2099,61.858
2100,52.737
2101,62.798
2102,42.399
2103,61.862
2104,51.223
2105,62.899
2106,43.083
2107,38.358
2108,48.468
2109,52.716
2110,33.577
2111,59.495
2112,48.291
2113,27.240
2114,33.735
2115,49.159
2116,41.228
2117,46.512
2118,70.575
2119,47.134
2120,29.530
2121,59.608
2122,47.413
2123,43.866
2124,50.257
2125,39.410
2126,48.284
2127,45.698
2128,42.789
2129,41.039
2130,39.682
2131,72.214
2132,52.097
2133,62.266
2134,40.693
2135,43.625
2136,43.660
2137,57.971
2138,41.716
2139,57.059
2140,58.235
