Time,Price,Size,TradeVolume
09:30:02,100.20,235,0
09:30:02,100.21,203,0
09:30:02,100.22,249,0
09:30:02,100.23,253,0
09:30:02,100.24,256,0
09:30:02,100.25,251,0
09:30:02,100.26,208,0
09:30:02,100.27,201,0
09:30:02,100.28,256,0
09:30:02,100.29,232,0
09:30:02,100.30,252,0
09:30:04,99.70,-230,0
09:30:04,99.71,-257,0
09:30:04,99.72,-250,0
09:30:04,99.73,-226,0
09:30:04,99.74,-245,0
09:30:04,99.75,-242,0
09:30:04,99.76,-255,0
09:30:04,99.77,-263,0
09:30:04,99.78,-250,0
09:30:04,99.79,-212,0
09:30:04,99.80,-239,0
09:30:04,99.81,-220,0
09:30:04,99.82,-264,0
09:30:04,99.83,-216,0
09:30:04,99.84,-206,0
09:30:04,99.85,-863,0
09:30:04,99.86,-211,0
09:30:04,99.87,-180,0
09:30:04,99.88,-209,0
09:30:04,99.89,-207,0
09:30:04,99.90,-159,0
09:30:04,99.91,-158,0
09:30:04,99.92,-204,0
09:30:04,99.93,-164,0
09:30:04,99.94,-118,0
09:30:04,99.95,-115,0
09:30:04,99.96,-100,0
09:30:04,99.97,-45,0
09:30:04,99.98,-25,0
09:30:04,99.99,0,0
09:30:04,100.00,41,0
09:30:04,100.01,58,0
09:30:04,100.02,135,0
09:30:04,100.03,114,0
09:30:04,100.04,128,0
09:30:04,100.05,148,0
09:30:04,100.06,191,0
09:30:04,100.07,164,0
09:30:04,100.08,191,0
09:30:04,100.09,197,0
09:30:04,100.10,183,0
09:30:04,100.11,201,0
09:30:04,100.12,198,0
09:30:04,100.13,188,0
09:30:04,100.14,196,0
09:30:04,100.15,192,0
09:30:04,100.16,879,0
09:30:04,100.17,265,0
09:30:04,100.18,224,0
09:30:04,100.19,234,0
09:30:04,100.20,247,0
09:30:04,100.21,238,0
09:30:04,100.22,225,0
09:30:04,100.23,230,0
09:30:04,100.24,228,0
09:30:04,100.25,200,0
09:30:04,100.26,246,0
09:30:04,100.27,251,0
09:30:04,100.28,260,0
09:30:04,100.29,196,0
09:30:04,100.30,245,0
09:30:06,99.70,-234,0
09:30:06,99.71,-261,0
09:30:06,99.72,-224,0
09:30:06,99.73,-229,0
09:30:06,99.74,-190,0
09:30:06,99.75,-253,0
09:30:06,99.76,-222,0
09:30:06,99.77,-234,0
09:30:06,99.78,-198,0
09:30:06,99.79,-205,0
09:30:06,99.80,-214,0
09:30:06,99.81,-217,0
09:30:06,99.82,-202,0
09:30:06,99.83,-197,0
09:30:06,99.84,-247,0
09:30:06,99.85,-886,0
09:30:06,99.86,-201,0
09:30:06,99.87,-164,0
09:30:06,99.88,-170,0
09:30:06,99.89,-202,0
09:30:06,99.90,-167,0
09:30:06,99.91,-166,0
09:30:06,99.92,-155,0
09:30:06,99.93,-189,0
09:30:06,99.94,-128,0
09:30:06,99.95,-140,0
09:30:06,99.96,-75,0
09:30:06,99.97,-66,0
09:30:06,99.98,-30,0
09:30:06,99.99,0,0
09:30:06,100.00,59,0
09:30:06,100.01,67,0
09:30:06,100.02,94,0
09:30:06,100.03,85,0
09:30:06,100.04,116,0
09:30:06,100.05,125,0
09:30:06,100.06,175,0
09:30:06,100.07,147,0
09:30:06,100.08,157,0
09:30:06,100.09,212,0
09:30:06,100.10,213,0
09:30:06,100.11,230,0
09:30:06,100.12,197,0
09:30:06,100.13,234,0
09:30:06,100.14,222,0
09:30:06,100.15,215,0
09:30:06,100.16,907,0
09:30:06,100.17,204,0
09:30:06,100.18,228,0
09:30:06,100.19,221,0
09:30:06,100.20,232,0
09:30:06,100.21,233,0
09:30:06,100.22,243,0
09:30:06,100.23,216,0
09:30:06,100.24,221,0
09:30:06,100.25,262,0
09:30:06,100.26,237,0
09:30:06,100.27,240,0
09:30:06,100.28,223,0
09:30:06,100.29,242,0
09:30:06,100.30,224,0
09:30:08,99.70,-232,0
09:30:08,99.71,-237,0
09:30:08,99.72,-251,0
09:30:08,99.73,-242,0
09:30:08,99.74,-233,0
09:30:08,99.75,-233,0
09:30:08,99.76,-228,0
09:30:08,99.77,-218,0
09:30:08,99.78,-240,0
09:30:08,99.79,-232,0
09:30:08,99.80,-214,0
09:30:08,99.81,-231,0
09:30:08,99.82,-207,0
09:30:08,99.83,-210,0
09:30:08,99.84,-203,0
09:30:08,99.85,-892,0
09:30:08,99.86,-243,0
09:30:08,99.87,-200,0
09:30:08,99.88,-199,0
09:30:08,99.89,-165,0
09:30:08,99.90,-222,0
09:30:08,99.91,-159,0
09:30:08,99.92,-125,0
09:30:08,99.93,-133,0
09:30:08,99.94,-119,0
09:30:08,99.95,-133,0
09:30:08,99.96,-109,0
09:30:08,99.97,-63,0
09:30:08,99.98,-54,0
09:30:08,99.99,0,0
09:30:08,100.00,20,0
09:30:08,100.01,86,0
09:30:08,100.02,84,0
09:30:08,100.03,145,0
09:30:08,100.04,129,0
09:30:08,100.05,179,0
09:30:08,100.06,190,0
09:30:08,100.07,184,0
09:30:08,100.08,157,0
09:30:08,100.09,189,0
09:30:08,100.10,184,0
09:30:08,100.11,219,0
09:30:08,100.12,205,0
09:30:08,100.13,210,0
09:30:08,100.14,234,0
09:30:08,100.15,231,0
09:30:08,100.16,885,0
09:30:08,100.17,193,0
09:30:08,100.18,241,0
09:30:08,100.19,254,0
09:30:08,100.20,252,0
09:30:08,100.21,231,0
09:30:08,100.22,230,0
09:30:08,100.23,229,0
09:30:08,100.24,224,0
09:30:08,100.25,258,0
09:30:08,100.26,244,0
09:30:08,100.27,239,0
09:30:08,100.28,255,0
09:30:08,100.29,262,0
09:30:08,100.30,258,0
09:30:10,99.70,-220,0
09:30:10,99.71,-227,0
09:30:10,99.72,-223,0
09:30:10,99.73,-240,0
09:30:10,99.74,-258,0
09:30:10,99.75,-235,0
09:30:10,99.76,-216,0
09:30:10,99.77,-227,0
09:30:10,99.78,-225,0
09:30:10,99.79,-234,0
09:30:10,99.80,-229,0
09:30:10,99.81,-215,0
09:30:10,99.82,-195,0
09:30:10,99.83,-211,0
09:30:10,99.84,-187,0
09:30:10,99.85,-975,0
09:30:10,99.86,-206,0
09:30:10,99.87,-200,0
09:30:10,99.88,-234,0
09:30:10,99.89,-158,0
09:30:10,99.90,-190,0
09:30:10,99.91,-139,0
09:30:10,99.92,-172,0
09:30:10,99.93,-136,0
09:30:10,99.94,-145,0
09:30:10,99.95,-117,0
09:30:10,99.96,-88,0
09:30:10,99.97,-71,0
09:30:10,99.98,-79,0
09:30:10,99.99,0,0
09:30:10,100.00,10,160
09:30:10,100.01,61,0
09:30:10,100.02,73,0
09:30:10,100.03,83,0
09:30:10,100.04,136,0
09:30:10,100.05,168,0
09:30:10,100.06,153,0
09:30:10,100.07,153,0
09:30:10,100.08,190,0
09:30:10,100.09,204,0
09:30:10,100.10,202,0
09:30:10,100.11,190,0
09:30:10,100.12,171,0
09:30:10,100.13,184,0
09:30:10,100.14,231,0
09:30:10,100.15,227,0
09:30:10,100.16,948,0
09:30:10,100.17,260,0
09:30:10,100.18,218,0
09:30:10,100.19,241,0
09:30:10,100.20,241,0
09:30:10,100.21,231,0
09:30:10,100.22,249,0
09:30:10,100.23,239,0
09:30:10,100.24,235,0
09:30:10,100.25,227,0
09:30:10,100.26,241,0
09:30:10,100.27,247,0
09:30:10,100.28,232,0
09:30:10,100.29,238,0
09:30:10,100.30,236,0
09:30:12,99.70,-246,0
09:30:12,99.71,-256,0
09:30:12,99.72,-276,0
09:30:12,99.73,-259,0
09:30:12,99.74,-247,0
09:30:12,99.75,-249,0
09:30:12,99.76,-226,0
09:30:12,99.77,-233,0
09:30:12,99.78,-253,0
09:30:12,99.79,-213,0
09:30:12,99.80,-216,0
09:30:12,99.81,-208,0
09:30:12,99.82,-228,0
09:30:12,99.83,-219,0
09:30:12,99.84,-241,0
09:30:12,99.85,-959,0
09:30:12,99.86,-233,0
09:30:12,99.87,-209,0
09:30:12,99.88,-186,0
09:30:12,99.89,-179,0
09:30:12,99.90,-151,0
09:30:12,99.91,-185,0
09:30:12,99.92,-154,0
09:30:12,99.93,-152,0
09:30:12,99.94,-152,0
09:30:12,99.95,-121,0
09:30:12,99.96,-122,0
09:30:12,99.97,-74,0
09:30:12,99.98,-48,0
09:30:12,99.99,0,0
09:30:12,100.00,43,0
09:30:12,100.01,91,0
09:30:12,100.02,97,0
09:30:12,100.03,113,0
09:30:12,100.04,144,0
09:30:12,100.05,132,0
09:30:12,100.06,160,0
09:30:12,100.07,157,0
09:30:12,100.08,177,0
09:30:12,100.09,193,0
09:30:12,100.10,194,0
09:30:12,100.11,217,0
09:30:12,100.12,213,0
09:30:12,100.13,213,0
09:30:12,100.14,190,0
09:30:12,100.15,214,0
09:30:12,100.16,960,0
09:30:12,100.17,201,0
09:30:12,100.18,198,0
09:30:12,100.19,247,0
09:30:12,100.20,258,0
09:30:12,100.21,237,0
09:30:12,100.22,216,0
09:30:12,100.23,220,0
09:30:12,100.24,222,0
09:30:12,100.25,226,0
09:30:12,100.26,246,0
09:30:12,100.27,235,0
09:30:12,100.28,248,0
09:30:12,100.29,250,0
09:30:12,100.30,277,0
09:30:14,99.70,-241,0
09:30:14,99.71,-275,0
09:30:14,99.72,-280,0
09:30:14,99.73,-235,0
09:30:14,99.74,-214,0
09:30:14,99.75,-249,0
09:30:14,99.76,-228,0
09:30:14,99.77,-238,0
09:30:14,99.78,-244,0
09:30:14,99.79,-240,0
09:30:14,99.80,-184,0
09:30:14,99.81,-227,0
09:30:14,99.82,-207,0
09:30:14,99.83,-227,0
09:30:14,99.84,-226,0
09:30:14,99.85,-847,0
09:30:14,99.86,-200,0
09:30:14,99.87,-171,0
09:30:14,99.88,-183,0
09:30:14,99.89,-182,0
09:30:14,99.90,-170,0
09:30:14,99.91,-176,0
09:30:14,99.92,-178,0
09:30:14,99.93,-150,0
09:30:14,99.94,-104,0
09:30:14,99.95,-93,0
09:30:14,99.96,-110,0
09:30:14,99.97,-34,53
09:30:14,99.98,0,0
09:30:14,99.99,12,0
09:30:14,100.00,107,0
09:30:14,100.01,132,0
09:30:14,100.02,89,0
09:30:14,100.03,120,0
09:30:14,100.04,160,0
09:30:14,100.05,178,0
09:30:14,100.06,158,0
09:30:14,100.07,193,0
09:30:14,100.08,201,0
09:30:14,100.09,175,0
09:30:14,100.10,201,0
09:30:14,100.11,210,0
09:30:14,100.12,223,0
09:30:14,100.13,206,0
09:30:14,100.14,229,0
09:30:14,100.15,199,0
09:30:14,100.16,915,0
09:30:14,100.17,217,0
09:30:14,100.18,233,0
09:30:14,100.19,221,0
09:30:14,100.20,183,0
09:30:14,100.21,239,0
09:30:14,100.22,270,0
09:30:14,100.23,231,0
09:30:14,100.24,223,0
09:30:14,100.25,232,0
09:30:14,100.26,211,0
09:30:14,100.27,221,0
09:30:14,100.28,203,0
09:30:14,100.29,270,0
09:30:14,100.30,252,0
09:30:16,99.70,-290,0
09:30:16,99.71,-231,0
09:30:16,99.72,-236,0
09:30:16,99.73,-258,0
09:30:16,99.74,-209,0
09:30:16,99.75,-260,0
09:30:16,99.76,-220,0
09:30:16,99.77,-238,0
09:30:16,99.78,-271,0
09:30:16,99.79,-227,0
09:30:16,99.80,-228,0
09:30:16,99.81,-226,0
09:30:16,99.82,-240,0
09:30:16,99.83,-226,0
09:30:16,99.84,-256,0
09:30:16,99.85,-875,0
09:30:16,99.86,-207,0
09:30:16,99.87,-203,0
09:30:16,99.88,-196,0
09:30:16,99.89,-190,0
09:30:16,99.90,-154,0
09:30:16,99.91,-165,0
09:30:16,99.92,-163,0
09:30:16,99.93,-139,0
09:30:16,99.94,-116,0
09:30:16,99.95,-112,0
09:30:16,99.96,-97,0
09:30:16,99.97,-110,0
09:30:16,99.98,-52,0
09:30:16,99.99,0,0
09:30:16,100.00,21,205
09:30:16,100.01,72,0
09:30:16,100.02,130,0
09:30:16,100.03,79,0
09:30:16,100.04,150,0
09:30:16,100.05,137,0
09:30:16,100.06,149,0
09:30:16,100.07,149,0
09:30:16,100.08,208,0
09:30:16,100.09,199,0
09:30:16,100.10,218,0
09:30:16,100.11,213,0
09:30:16,100.12,207,0
09:30:16,100.13,209,0
09:30:16,100.14,254,0
09:30:16,100.15,234,0
09:30:16,100.16,1000,0
09:30:16,100.17,216,0
09:30:16,100.18,230,0
09:30:16,100.19,236,0
09:30:16,100.20,199,0
09:30:16,100.21,239,0
09:30:16,100.22,236,0
09:30:16,100.23,246,0
09:30:16,100.24,233,0
09:30:16,100.25,223,0
09:30:16,100.26,251,0
09:30:16,100.27,216,0
09:30:16,100.28,217,0
09:30:16,100.29,234,0
09:30:16,100.30,237,0
09:30:18,99.70,-257,0
09:30:18,99.71,-266,0
09:30:18,99.72,-218,0
09:30:18,99.73,-206,0
09:30:18,99.74,-247,0
09:30:18,99.75,-225,0
09:30:18,99.76,-229,0
09:30:18,99.77,-217,0
09:30:18,99.78,-212,0
09:30:18,99.79,-236,0
09:30:18,99.80,-223,0
09:30:18,99.81,-226,0
09:30:18,99.82,-225,0
09:30:18,99.83,-226,0
09:30:18,99.84,-214,0
09:30:18,99.85,-944,0
09:30:18,99.86,-171,0
09:30:18,99.87,-199,0
09:30:18,99.88,-221,0
09:30:18,99.89,-188,0
09:30:18,99.90,-188,0
09:30:18,99.91,-146,0
09:30:18,99.92,-156,0
09:30:18,99.93,-140,0
09:30:18,99.94,-156,0
09:30:18,99.95,-156,0
09:30:18,99.96,-113,0
09:30:18,99.97,-62,0
09:30:18,99.98,-6,0
09:30:18,99.99,0,0
09:30:18,100.00,18,0
09:30:18,100.01,64,0
09:30:18,100.02,78,0
09:30:18,100.03,87,0
09:30:18,100.04,168,0
09:30:18,100.05,160,0
09:30:18,100.06,129,0
09:30:18,100.07,160,0
09:30:18,100.08,183,0
09:30:18,100.09,173,0
09:30:18,100.10,213,0
09:30:18,100.11,229,0
09:30:18,100.12,199,0
09:30:18,100.13,208,0
09:30:18,100.14,213,0
09:30:18,100.15,190,0
09:30:18,100.16,1015,0
09:30:18,100.17,230,0
09:30:18,100.18,188,0
09:30:18,100.19,263,0
09:30:18,100.20,204,0
09:30:18,100.21,267,0
09:30:18,100.22,245,0
09:30:18,100.23,259,0
09:30:18,100.24,255,0
09:30:18,100.25,233,0
09:30:18,100.26,240,0
09:30:18,100.27,261,0
09:30:18,100.28,233,0
09:30:18,100.29,219,0
09:30:18,100.30,195,0
09:30:20,99.70,-228,0
09:30:20,99.71,-272,0
09:30:20,99.72,-208,0
09:30:20,99.73,-207,0
09:30:20,99.74,-258,0
09:30:20,99.75,-249,0
09:30:20,99.76,-248,0
09:30:20,99.77,-257,0
09:30:20,99.78,-244,0
09:30:20,99.79,-236,0
09:30:20,99.80,-226,0
09:30:20,99.81,-245,0
09:30:20,99.82,-229,0
09:30:20,99.83,-223,0
09:30:20,99.84,-217,0
09:30:20,99.85,-1042,0
09:30:20,99.86,-229,0
09:30:20,99.87,-225,0
09:30:20,99.88,-182,0
09:30:20,99.89,-201,0
09:30:20,99.90,-177,0
09:30:20,99.91,-194,0
09:30:20,99.92,-187,0
09:30:20,99.93,-172,0
09:30:20,99.94,-144,0
09:30:20,99.95,-119,0
09:30:20,99.96,-132,0
09:30:20,99.97,-90,0
09:30:20,99.98,-62,0
09:30:20,99.99,-53,0
09:30:20,100.00,0,0
09:30:20,100.01,51,0
09:30:20,100.02,77,0
09:30:20,100.03,112,0
09:30:20,100.04,90,0
09:30:20,100.05,89,0
09:30:20,100.06,165,0
09:30:20,100.07,162,0
09:30:20,100.08,177,0
09:30:20,100.09,187,0
09:30:20,100.10,185,0
09:30:20,100.11,198,0
09:30:20,100.12,203,0
09:30:20,100.13,195,0
09:30:20,100.14,236,0
09:30:20,100.15,198,0
09:30:20,100.16,839,0
09:30:20,100.17,183,0
09:30:20,100.18,251,0
09:30:20,100.19,258,0
09:30:20,100.20,240,0
09:30:20,100.21,234,0
09:30:20,100.22,232,0
09:30:20,100.23,226,0
09:30:20,100.24,224,0
09:30:20,100.25,225,0
09:30:20,100.26,259,0
09:30:20,100.27,236,0
09:30:20,100.28,259,0
09:30:20,100.29,271,0
09:30:20,100.30,248,0
09:30:22,99.70,-266,0
09:30:22,99.71,-255,0
09:30:22,99.72,-228,0
09:30:22,99.73,-219,0
09:30:22,99.74,-276,0
09:30:22,99.75,-243,0
09:30:22,99.76,-249,0
09:30:22,99.77,-248,0
09:30:22,99.78,-236,0
09:30:22,99.79,-253,0
09:30:22,99.80,-241,0
09:30:22,99.81,-234,0
09:30:22,99.82,-237,0
09:30:22,99.83,-221,0
09:30:22,99.84,-199,0
09:30:22,99.85,-901,0
09:30:22,99.86,-184,0
09:30:22,99.87,-185,0
09:30:22,99.88,-206,0
09:30:22,99.89,-200,0
09:30:22,99.90,-198,0
09:30:22,99.91,-161,0
09:30:22,99.92,-168,0
09:30:22,99.93,-178,0
09:30:22,99.94,-138,0
09:30:22,99.95,-139,0
09:30:22,99.96,-155,0
09:30:22,99.97,-79,0
09:30:22,99.98,-60,0
09:30:22,99.99,-30,0
09:30:22,100.00,0,0
09:30:22,100.01,62,0
09:30:22,100.02,57,0
09:30:22,100.03,108,0
09:30:22,100.04,113,0
09:30:22,100.05,118,0
09:30:22,100.06,138,0
09:30:22,100.07,155,0
09:30:22,100.08,177,0
09:30:22,100.09,172,0
09:30:22,100.10,204,0
09:30:22,100.11,217,0
09:30:22,100.12,229,0
09:30:22,100.13,223,0
09:30:22,100.14,239,0
09:30:22,100.15,183,0
09:30:22,100.16,814,0
09:30:22,100.17,240,0
09:30:22,100.18,240,0
09:30:22,100.19,223,0
09:30:22,100.20,250,0
09:30:22,100.21,232,0
09:30:22,100.22,220,0
09:30:22,100.23,224,0
09:30:22,100.24,257,0
09:30:22,100.25,231,0
09:30:22,100.26,207,0
09:30:22,100.27,214,0
09:30:22,100.28,247,0
09:30:22,100.29,253,0
09:30:22,100.30,261,0
09:30:24,99.70,-258,0
09:30:24,99.71,-237,0
09:30:24,99.72,-230,0
09:30:24,99.73,-227,0
09:30:24,99.74,-228,0
09:30:24,99.75,-248,0
09:30:24,99.76,-223,0
09:30:24,99.77,-282,0
09:30:24,99.78,-236,0
09:30:24,99.79,-236,0
09:30:24,99.80,-245,0
09:30:24,99.81,-257,0
09:30:24,99.82,-253,0
09:30:24,99.83,-221,0
09:30:24,99.84,-217,0
09:30:24,99.85,-874,0
09:30:24,99.86,-221,0
09:30:24,99.87,-207,0
09:30:24,99.88,-212,0
09:30:24,99.89,-190,0
09:30:24,99.90,-208,0
09:30:24,99.91,-178,0
09:30:24,99.92,-146,0
09:30:24,99.93,-166,0
09:30:24,99.94,-142,0
09:30:24,99.95,-96,0
09:30:24,99.96,-126,0
09:30:24,99.97,-96,0
09:30:24,99.98,-58,0
09:30:24,99.99,-44,40
09:30:24,100.00,0,0
09:30:24,100.01,44,0
09:30:24,100.02,64,0
09:30:24,100.03,91,0
09:30:24,100.04,133,0
09:30:24,100.05,182,0
09:30:24,100.06,146,0
09:30:24,100.07,160,0
09:30:24,100.08,149,0
09:30:24,100.09,182,0
09:30:24,100.10,169,0
09:30:24,100.11,188,0
09:30:24,100.12,192,0
09:30:24,100.13,177,0
09:30:24,100.14,218,0
09:30:24,100.15,232,0
09:30:24,100.16,986,0
09:30:24,100.17,243,0
09:30:24,100.18,212,0
09:30:24,100.19,191,0
09:30:24,100.20,258,0
09:30:24,100.21,217,0
09:30:24,100.22,233,0
09:30:24,100.23,219,0
09:30:24,100.24,238,0
09:30:24,100.25,211,0
09:30:24,100.26,240,0
09:30:24,100.27,242,0
09:30:24,100.28,221,0
09:30:24,100.29,255,0
09:30:24,100.30,232,0
09:30:26,99.70,-265,0
09:30:26,99.71,-205,0
09:30:26,99.72,-246,0
09:30:26,99.73,-216,0
09:30:26,99.74,-230,0
09:30:26,99.75,-275,0
09:30:26,99.76,-225,0
09:30:26,99.77,-186,0
09:30:26,99.78,-237,0
09:30:26,99.79,-247,0
09:30:26,99.80,-213,0
09:30:26,99.81,-218,0
09:30:26,99.82,-199,0
09:30:26,99.83,-223,0
09:30:26,99.84,-213,0
09:30:26,99.85,-972,0
09:30:26,99.86,-195,0
09:30:26,99.87,-206,0
09:30:26,99.88,-172,0
09:30:26,99.89,-189,0
09:30:26,99.90,-172,0
09:30:26,99.91,-171,0
09:30:26,99.92,-168,0
09:30:26,99.93,-172,0
09:30:26,99.94,-143,0
09:30:26,99.95,-131,0
09:30:26,99.96,-89,0
09:30:26,99.97,-57,0
09:30:26,99.98,-31,0
09:30:26,99.99,0,0
09:30:26,100.00,56,0
09:30:26,100.01,59,0
09:30:26,100.02,97,0
09:30:26,100.03,114,0
09:30:26,100.04,119,0
09:30:26,100.05,131,0
09:30:26,100.06,155,0
09:30:26,100.07,156,0
09:30:26,100.08,199,0
09:30:26,100.09,173,0
09:30:26,100.10,177,0
09:30:26,100.11,191,0
09:30:26,100.12,213,0
09:30:26,100.13,234,0
09:30:26,100.14,247,0
09:30:26,100.15,199,0
09:30:26,100.16,888,0
09:30:26,100.17,206,0
09:30:26,100.18,217,0
09:30:26,100.19,242,0
09:30:26,100.20,246,0
09:30:26,100.21,202,0
09:30:26,100.22,229,0
09:30:26,100.23,227,0
09:30:26,100.24,239,0
09:30:26,100.25,239,0
09:30:26,100.26,230,0
09:30:26,100.27,244,0
09:30:26,100.28,256,0
09:30:26,100.29,237,0
09:30:26,100.30,235,0
09:30:28,99.70,-254,0
09:30:28,99.71,-228,0
09:30:28,99.72,-238,0
09:30:28,99.73,-234,0
09:30:28,99.74,-280,0
09:30:28,99.75,-250,0
09:30:28,99.76,-273,0
09:30:28,99.77,-239,0
09:30:28,99.78,-211,0
09:30:28,99.79,-244,0
09:30:28,99.80,-213,0
09:30:28,99.81,-236,0
09:30:28,99.82,-236,0
09:30:28,99.83,-248,0
09:30:28,99.84,-175,0
09:30:28,99.85,-961,0
09:30:28,99.86,-207,0
09:30:28,99.87,-217,0
09:30:28,99.88,-197,0
09:30:28,99.89,-169,0
09:30:28,99.90,-175,0
09:30:28,99.91,-158,0
09:30:28,99.92,-174,0
09:30:28,99.93,-156,0
09:30:28,99.94,-136,0
09:30:28,99.95,-147,0
09:30:28,99.96,-98,0
09:30:28,99.97,-95,0
09:30:28,99.98,-26,0
09:30:28,99.99,0,0
09:30:28,100.00,41,0
09:30:28,100.01,77,0
09:30:28,100.02,98,0
09:30:28,100.03,148,0
09:30:28,100.04,129,0
09:30:28,100.05,148,0
09:30:28,100.06,132,0
09:30:28,100.07,177,0
09:30:28,100.08,174,0
09:30:28,100.09,184,0
09:30:28,100.10,182,0
09:30:28,100.11,219,0
09:30:28,100.12,229,0
09:30:28,100.13,211,0
09:30:28,100.14,195,0
09:30:28,100.15,250,0
09:30:28,100.16,881,0
09:30:28,100.17,224,0
09:30:28,100.18,232,0
09:30:28,100.19,264,0
09:30:28,100.20,215,0
09:30:28,100.21,216,0
09:30:28,100.22,236,0
09:30:28,100.23,260,0
09:30:28,100.24,251,0
09:30:28,100.25,228,0
09:30:28,100.26,246,0
09:30:28,100.27,271,0
09:30:28,100.28,246,0
09:30:28,100.29,262,0
09:30:28,100.30,229,0
09:30:30,99.70,-219,0
09:30:30,99.71,-247,0
09:30:30,99.72,-215,0
09:30:30,99.73,-220,0
09:30:30,99.74,-247,0
09:30:30,99.75,-230,0
09:30:30,99.76,-247,0
09:30:30,99.77,-259,0
09:30:30,99.78,-232,0
09:30:30,99.79,-240,0
09:30:30,99.80,-215,0
09:30:30,99.81,-208,0
09:30:30,99.82,-203,0
09:30:30,99.83,-216,0
09:30:30,99.84,-188,0
09:30:30,99.85,-827,0
09:30:30,99.86,-219,0
09:30:30,99.87,-208,0
09:30:30,99.88,-195,0
09:30:30,99.89,-185,0
09:30:30,99.90,-172,0
09:30:30,99.91,-179,0
09:30:30,99.92,-137,0
09:30:30,99.93,-159,0
09:30:30,99.94,-119,0
09:30:30,99.95,-111,0
09:30:30,99.96,-94,0
09:30:30,99.97,-63,0
09:30:30,99.98,-59,0
09:30:30,99.99,0,0
09:30:30,100.00,46,0
09:30:30,100.01,91,0
09:30:30,100.02,80,0
09:30:30,100.03,101,0
09:30:30,100.04,138,0
09:30:30,100.05,129,0
09:30:30,100.06,171,0
09:30:30,100.07,178,0
09:30:30,100.08,181,0
09:30:30,100.09,178,0
09:30:30,100.10,215,0
09:30:30,100.11,205,0
09:30:30,100.12,227,0
09:30:30,100.13,216,0
09:30:30,100.14,225,0
09:30:30,100.15,220,0
09:30:30,100.16,933,0
09:30:30,100.17,251,0
09:30:30,100.18,244,0
